id,genre,track_name,artist_name,valence,energy,label
4njttTYaIqT8V9YWQoT0Mt,trip-hop,Polaris,Zero 7,0.187,0.542,2
1unc3jC1MgjuBOSTEScVtZ,trip-hop,Everybody Loves A Loser,Morcheeba,0.463,0.826,1
4w3zR0z2oqv8ijhOkTnRvT,trip-hop,Eyes on Fire,Blue Foundation,0.367,0.383,1
0GEu2LuKWQMJiKi4OIBMlV,trip-hop,Destroying Angel,Sneaker Pimps,0.114,0.623,2
7jnvyv8LA2gHUnp4WS0yuo,trip-hop,Fun For Me,Moloko,0.661,0.791,3
6HUJkOuv6Lm1hHMB4zsAzI,trip-hop,Minor Cause,Emancipator,0.176,0.675,2
51U7HIK99E6G6OrpU1oYEq,trip-hop,(The Forgotten People),Thievery Corporation,0.644,0.814,3
0OdgYCYxRaPyHsuPg0QgCe,trip-hop,Voices,Nosaj Thing,0.172,0.371,2
0ZzDHYLjrJUCYoStbJMDUp,trip-hop,Eight y cinco,Chinese Man,0.894,0.549,0
1cm5POm6pdd4BAVvAQyIUu,turkish,Unut Onu Kalbim,Yusuf Güney,0.716,0.785,3
2FiceoWDJ67rrmb5tGBpgE,turkish,Ghost,Ella Henderson,0.486,0.836,1
0CYhIuIb3yPunMPdDUDNpN,turkish,Mesafe,Serdar Ortaç,0.633,0.733,3
5ve0BYRZZ2aoHFqZMxqYgt,turkish,We Can't Stop,Miley Cyrus,0.5,0.619,3
6J0J7DGM10Ww7VIzICNFlU,turkish,Cam,Sıla,0.484,0.664,1
4ufgqeYeeT1Hbf46rGyt7q,turkish,Bounce - Original Mix,Tarkan,0.784,0.877,0
0fuP0ykgrDSxk5odNU7Gy2,turkish,22,Taylor Swift,0.649,0.74,3
3LQSvSB8BBTSBKWmxn1OOl,turkish,Türkan,Demet Akalın,0.473,0.877,1
28HI110rGoskFTqvmaPUwh,turkish,Mutlu Ol Yeter,İbrahim Tatlıses,0.17,0.496,2
2lnzGkdtDj5mtlcOW2yRtG,work-out,"Whenever, Wherever",Shakira,0.871,0.832,0
48kMd8YjgWTqUGeQpRgfRe,work-out,Deepest Shame - Andy C Remix,Plan B,0.226,0.899,2
0k2GOhqsrxDTAbFFSdNJjT,work-out,Temperature,Sean Paul,0.822,0.6,0
4wkQmYpAaMe41Rc3sYZ7Vz,work-out,Let's Go (feat. Ne-Yo),Calvin Harris,0.875,0.882,0
5JLv62qFIS1DR3zGEcApRt,work-out,Wide Awake,Katy Perry,0.575,0.683,3
0G5F2msfVO77xs7ql2RiTS,work-out,Beautiful Day,U2,0.449,0.914,1
1Xsxp1SEOxuMzjrFZhtw8u,work-out,Next To Me,Emeli Sandé,0.391,0.81,1
0oXuKhuNkXiZtuoxrdt3Ca,work-out,Hot In Herre,Nelly,0.922,0.728,0
2Kbxfq8wkjMCno1QJe4yyw,work-out,Gotta Have It,JAY-Z,0.33,0.574,1
68PHBS4CsrBK8QnRmeGqup,work-out,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0.299,0.683,1
5UeduneSfmWnHM0cE0BckR,world-music,Dub On My Mind,King Tubby,0.541,0.515,3
1J5DdSYUSjJ2FRTOqc2QzO,world-music,Inside Me,Anoushka Shankar,0.711,0.584,3
5MLW8jzgAdr5pJxPl1qIMS,world-music,Ce N'est Pas Bon,Amadou & Mariam,0.734,0.712,0
7KVy6npMdvnDl7QRcpTMtr,world-music,Penda Yoro,Ali Farka Touré,0.718,0.643,3
2N1VVg1WRy3sk3xhbsOnOE,world-music,A Love Supreme,Angá Diaz,0.928,0.578,0
1NhyqJgG4gIQL3phTh2Uu0,world-music,Bach - Air,Pet Music World,0.961,0.145,0
1jIkbwboZBGhyC16T5j4gf,world-music,Tabara,Vieux Farka Touré,0.525,0.347,3
6Ru1MJhTTFFnbSUqTGmrtM,world-music,Adounia (Life),Bombino,0.296,0.544,1
1kmYCztQS1deAtqnH1eLNs,world-music,Charles Jr.,Jorge Ben Jor,0.349,0.301,1
6Xit0FQod9HRxpTn0HqsrB,world-music,Santiago,Puerto Plata,0.848,0.527,0
51jy98I9q9Nk1xyA0W4ZBg,acoustic,"If You've Gotta Go, Go Now - Bonus Track",J. Tillman,0.325,0.217,1
63wsZUhUZLlh1OsyrZq7sz,acoustic,Fast Car,Boyce Avenue,0.508,0.251,3
4EqCvUpjREyjrdxFnXbhAb,acoustic,I Still Haven't Found What I'm Looking For,The Chimes,0.784,0.476,0
4E0lSJ6c5unoku9UIZoJSl,acoustic,Dust in the Wind,Kansas,0.419,0.251,1
12jjuxN1gxlm29cqL5M6MW,acoustic,I Got You,Jack Johnson,0.544,0.399,3
35KiiILklye1JRRctaLUb4,acoustic,Holocene,Bon Iver,0.147,0.304,2
6wZI4mdT8JwXgkGURnBQiq,acoustic,Say,John Mayer,0.541,0.723,3
7jLwP6B3bcEQFooFZk67cH,acoustic,Somewhere With You,Tyler Ward,0.423,0.4,1
3pRRYcXy3Z0PsAa8griSoF,acoustic,"Dog Days Are Over - MTV Unplugged, 2012",Florence + The Machine,0.271,0.534,1
0qXRO2OkZ6yF9Hpy8YUgTp,afrobeat,Dununya (The World),Sierra Leone's Refugee All Stars,0.945,0.756,0
5yIMfJOAacVK8EvObn3HsX,afrobeat,Grazing In The Grass,Hugh Masekela,0.921,0.648,0
0c4Z8vkXBufw6Y27SIqBHg,afrobeat,Why Black Man Dey Suffer,Fela Kuti,0.747,0.64,0
03UrZgTINDqvnUMbbIMhql,afrobeat,Gangnam Style (강남스타일),PSY,0.749,0.937,0
5BeaZCKKhjIiuoTOkWVCPZ,afrobeat,"Si, Se Puede",Antibalas,0.692,0.799,3
358m8bL9LwONarIDQxHWUA,afrobeat,Nyanyama,Salif Keita,0.914,0.59,0
3h7pI8oM2CpXiNSZbQuEtV,afrobeat,Million Pound Girl (Badder Than Bad),Fuse ODG,0.722,0.932,3
3T5vxl7qadr3rh7YVV296S,afrobeat,Warbé,Ali Farka Touré,0.372,0.221,1
1iWMyvsI1ppnMo8vVEYh6j,afrobeat,Caro (feat. Wizkid & L.a.X),Starboy,0.939,0.949,0
0Dqv01ioMP9vqcJtTOeOs1,afrobeat,Tenidagh Hegh Djeredjere,Tinariwen,0.673,0.704,3
0Gu55UXXrxiGkR2fyVnT7S,alt-rock,You Know,The Magic Numbers,0.298,0.521,1
0DRvLkBUlGjEQUQKr1uP4M,alt-rock,Looking Hot,No Doubt,0.414,0.885,1
151g5hGUYDxImwHO3fZnd5,alt-rock,Hey Jane,Spiritualized,0.194,0.959,2
4zQcasVVldXnKad9bm42eO,alt-rock,See You Later,Heatmiser,0.447,0.586,1
657DUa10CHHzzLrotOhjDS,alt-rock,The Old and the Young,Midlake,0.264,0.779,1
69O12Wz4e6bosZWiYajxQu,alt-rock,All Night Long,Therapy,0.697,0.923,3
2toY6JyyfKy9TwNk3Ou2XG,alt-rock,She's so Mean,Matchbox Twenty,0.676,0.875,3
36n3OdHmEJqvWl5Ut2pDtF,alt-rock,Little Black Backpack,Stroke 9,0.311,0.778,1
6zjV8il4asMi4lpg9PWDkj,alt-rock,Do You,Spoon,0.929,0.89,0
15ZTFWoqQ6ARdmoKAlgRkC,alternative,Love This,Cosmo Jarvis,0.465,0.635,1
59GPd474r6bWkkQSAJDDvI,alternative,Shallow,Beach Fossils,0.711,0.98,3
0vQGH82igtlT2TXY7c4iL5,alternative,Roll Away Your Stone,Mumford & Sons,0.189,0.556,2
2xxMCCFva1GRQAYl2rlrpM,alternative,Freak On a Leash,Korn,0.509,0.896,3
2dLLR6qlu5UJ5gk0dKz0h3,alternative,Royals,Lorde,0.337,0.428,1
2f5N826udWfjT9iomeaBJt,alternative,If You're Gone,Matchbox Twenty,0.361,0.659,1
7lXMVXK6yAznOmjF0695qx,alternative,Brothers,The War On Drugs,0.506,0.871,3
5cwN1htZyoWqZCc33f3RfE,alternative,The High Road,Broken Bells,0.603,0.638,3
33X9miK4Xz7pNeVrc9RITG,alternative,Ready to Start,Arcade Fire,0.519,0.934,3
2NblBShkoEx7FLK82IMrJi,ambient,Falling Stars,David Arkenstone,0.449,0.579,1
7wsQ4KaczXmQkNhSznx7Ha,ambient,See,Tycho,0.573,0.815,3
7nxBnjJl5b3ga1nMTRKa1m,ambient,One Another,Hammock,0.0482,0.377,2
14rZjW3RioG7WesZhYESso,ambient,"Comptine d'un autre été, l'après-midi",Yann Tiersen,0.0542,0.192,2
2f0ZPCrMBbA7k0oruoZxz0,ambient,Fok,Ólafur Arnalds,0.0635,0.307,2
2usrT8QIbIk9y0NEtQwS4j,ambient,Intro,The xx,0.152,0.778,2
7dU4TLTzGZk9FroEGlMbFi,ambient,Stay with Me (feat. Kronos Quartet),Clint Mansell,0.113,0.148,2
2rptpw6hQQ8YewzB2hKOrj,ambient,Star 6 & 7 8 9,The Orb,0.872,0.389,0
5B4chrLWhupcxEqOQu0aqg,ambient,First Weeks,Gem Club,0.0383,0.221,2
13TUfTLlhSNXFtqtcYiJCY,ambient,The Third Planet,Biosphere,0.306,0.25,1
270SWARffTiwbBMzqaFav6,anime,燐光 from 1st one man live lycoris,Mashiro Ayano,0.348,0.786,1
41bZAkTy42zmHhs7XXKzBj,anime,青春プリンセス,Luna Haruna,0.782,0.928,0
64leWKgrhW8rrcjcTvp4ye,anime,Brave Freak Out,LiSA,0.286,0.992,1
0QF37JLm5LuOYdngqIyfQh,anime,太陽曰く燃えよカオス - 岡本未夕 ver.,岡本未夕(CV:高木美佑),0.916,0.996,0
3eyxh8xkW0X7k1FSHlAatt,anime,D-tecnoLife,UVERworld,0.649,0.934,3
3xTn8xDEeApsbNqdxQG2aM,anime,Regain Brave,木高ゆみ(CV.高木美佑),0.503,0.941,3
6OrdmZ00yMl2zCuVkIOa6N,anime,Nornir (RADIO ONSEN EUTOPIA),YAKUSHIMARU Etsuko,0.355,0.821,1
1Ck0IoibCchyoJc0Lbf0o6,anime,Usurahi Shinjyu,Megumi Hayashibara,0.67,0.78,3
2ZvZINNYmvk2pkDPajP1C7,anime,Sweet Fantasy,Luna Haruna,0.636,0.888,3
0IaFg7TVbPbmOVbNTXtDiC,anime,white feel 〜overture〜,Mashiro Ayano,0.653,0.419,3
66EypS1nrOJO1BhJ7bwoqn,black-metal,Empty,Emperor,0.0391,0.95,2
0IVdlBreRkZn0ftoUwB0T6,black-metal,Her Ghost in the Fog,Cradle Of Filth,0.0386,0.996,2
7uYQSl0o0B21d5AKbaiA0N,black-metal,Grave with a View - Studio,Darkthrone,0.222,0.865,2
7GqWnpLugemguJIFaJWCsC,black-metal,Descent Into Eminent Silence,Immortal,0.0359,0.991,2
5dKYEw6tn2bB8P5fD0MCEj,black-metal,II,Taake,0.0316,0.992,2
2OkbBp01rfmvHx6S0s5hoc,black-metal,An Eternal Kingdom of Fire,Judas Iscariot,0.0374,0.963,2
3D7haEtnmsHsGXZ7mX8BRp,black-metal,Delirium,Satyricon,0.123,0.953,2
1eFBN4P6hzn4bjfbHHQXzw,black-metal,Gebrechlichkeit II,Burzum,0.0343,0.321,2
7JIHzEwEg8Znmo9RHBgZYt,black-metal,Cleansing Fire,Gorgoroth,0.0879,0.986,2
07w9cjwJ98za3PURhZhluK,black-metal,Dark Endless,Marduk,0.075,0.918,2
3Mqm5UT2pMrbDadilefl0E,bluegrass,I'm A Man Of Constant Sorrow,Lester Flatt & Earl Scruggs And The Stanley Brothers,0.599,0.316,3
6SCVFVpo0eZBLUrxwCsVOk,bluegrass,Graveyard (Live),The Devil Makes Three,0.623,0.492,3
4EqAdtPOvaAaMnlyEgmwQX,bluegrass,Diamond Joe,Sam Bush,0.929,0.649,0
4hZCKKgXe30ovwxQK5vcC7,bluegrass,Again,Trampled by Turtles,0.176,0.224,2
6PIEE443qM0IS279RdW24q,bluegrass,The Big Rock Candy Mountain,Harry McClintock,0.573,0.172,3
4HEyPRAR0X2wFoKqzONdfD,bluegrass,Little Cabin Home on the Hill,Bill Monroe & His Blue Grass Boys,0.655,0.21,3
71eAfQgjhCuV7FEQuuELy5,bluegrass,Let It Alone,Old Crow Medicine Show,0.853,0.487,0
3g7DfvDfXZ6MffPb9Q6ams,bluegrass,"Ruby, Are You Mad at Your Man?",Carolina Chocolate Drops,0.44,0.908,1
19Pwe795pS5bS2Jr57gHK3,bluegrass,Fishin' in the Dark,Nitty Gritty Dirt Band,0.906,0.283,0
5CtfFdRxQFB7FCgcPP9PL9,bluegrass,Boatman's Dance,Yonder Mountain String Band,0.84,0.874,0
6ymzW87mWBaDNDDic76GAx,blues,The Lady Is A Tramp - from the Hootenanny 2008,Jools Holland & Lily Rose Cooper (née Lily Allen),0.895,0.773,0
2gNjmvuQiEd2z9SqyYi8HH,blues,Summertime,Louis Armstrong,0.103,0.0696,2
0tWfy6tlwp5jy934GLJXBJ,blues,I Feel Free,Cream,0.465,0.427,1
6qrnUwHfWubFB8tdvrAsby,blues,Bad Luck,B.B. King,0.793,0.537,0
1jHoVcOU7KVnkxrbiqnLkx,blues,Key To Love - Mono,John Mayall & The Bluesbreakers,0.711,0.803,3
2aZ8nrq3RIXEXUviAwzyLV,blues,I Love The Life I Live (I Live The Life I Love),Muddy Waters,0.541,0.307,3
21SP5PYTLcth1BjKfqyKBO,blues,Built For Comfort,Howlin' Wolf,0.822,0.491,0
0r20WYbhV93jGuPstONn11,blues,"Someone Else Is Steppin' In (Slippin' Out, Slippin' In)",Buddy Guy,0.668,0.86,3
46UVOp5pnAasev0rak9ta7,blues,All Your Love (I Miss Loving),Otis Rush,0.646,0.767,3
6gJnxMZphJt3sk2JJXTkoJ,blues,Boom Boom,John Lee Hooker,0.848,0.395,0
0rUd4KxOdHedQ3I5RyJVQb,bossanova,Outra Vez - Ultimate Mix,João Gilberto,0.874,0.418,0
5aOdPCBTaQ6DplHjaMIfDi,bossanova,Cade Você,Bebel Gilberto,0.589,0.651,3
3wvjdtA70OyOY2jcXUzuC9,bossanova,Tudo De Você,Marcos Valle,0.444,0.416,1
5wk6JvyEBvQfbwkcOlelux,bossanova,Samba e Amor,Orquesta Albatroz,0.399,0.0907,1
7GQHhqNRa76hsUDLscjwSM,bossanova,Theme from Route 66,Laurindo Almeida and The Bossa Nova All Stars,0.724,0.389,3
1Rt3vhaz78DqgskwdF0Rwo,bossanova,Samba de Gesse,Vinícius de Moraes,0.609,0.508,3
6PzgsHRI7UocTh7WvyMYMK,bossanova,Maria Vai Com As Outras - Ao Vivo Em Montreux,Toquinho,0.623,0.807,3
1YFg6YeGv1PCVnsd9g8nR2,bossanova,Tô Voltando,Bossacucanova,0.781,0.809,0
7uGrXSW3NgnAHPRTRuc2vH,bossanova,Samba do Carioca,Miúcha,0.409,0.255,1
3FwFa0iZ3XHDIYtHwdCvGt,bossanova,Imperio Do Samba,Simonetti,0.561,0.689,3
6YNCE5qtrTa7YcnAOAEsDQ,brazil,Apenas Mais uma de Amor,Lulu Santos,0.262,0.355,1
7MnT7msJZg3XBAS0OTfGrB,brazil,Tempo Perdido,Legião Urbana,0.221,0.662,2
3FXo3xKG3aYV3hvdRzUY61,brazil,Só Por Uma Noite,Charlie Brown Jr.,0.644,0.964,3
0PgsB53yhlKs8D19LgYU4i,brazil,Se...,Djavan,0.498,0.392,3
3MlTmlmooUijgyJJswZfm1,brazil,Hoje Eu Quero Sair Só,Lenine,0.707,0.549,3
3Pssl5CAjQVYMJDlPphGUb,brazil,Último Romance - Ao Vivo,Los Hermanos,0.602,0.775,3
2yeI0FRWd1sqGpHEUc5DFm,brazil,Depois,Marisa Monte,0.454,0.547,1
5Z29IzMEP5TY8HsXWwPYWX,brazil,Índios,Legião Urbana,0.678,0.587,3
0uW5ydjfsgIQ8J9LNhigNA,brazil,Águas De Março,Elis Regina,0.81,0.334,0
2KAhdNWGSxKI4rBA4Sw3sy,breakbeat,Quiero - Future Disciple Radio Edit,Federation,0.0668,0.935,2
73GhZu2dr1h6RdpiWFJx1j,breakbeat,Singin' in the Rain,Mint Royale,0.377,0.935,1
0Ja4hLKiUSw01E01pJ1yGr,breakbeat,Breathe,The Prodigy,0.303,0.808,1
7Mk8wKsRMWsHtWAqAmIX5L,breakbeat,Restless,Evil Nine,0.661,0.876,3
1MbarPuZfaWLUWtCpLDJ7p,breakbeat,Ska Punch - Original Mix,Colombo,0.794,0.645,0
48ZUwXrEOhaXLCxvmRYhZv,breakbeat,Don't Sweat The Technique,Eric B. & Rakim,0.809,0.89,0
5SccOHdtlME4HD6M0ki3TE,breakbeat,Chameleon,Metcalfe,0.255,0.913,2
5x5xRE0ExCC05M63bb1Y4g,breakbeat,The Taste Of Absence,Blok One,0.273,0.762,1
1wuONszUwT3nHElLnpR8j5,breakbeat,Last Rites (The Kali Yuga Mix),BreakBeatBuddha,0.678,0.716,3
7eXrGBrl1mBKhxlWX0IoOQ,breakbeat,Beggin - Original Version,Madcon,0.431,0.796,1
3DKAq9aMrVXU9vWgCJxFOd,british,There's a Kind of Hush,Herman's Hermits,0.653,0.823,3
4ZfOM1H44i03LicRW0tTRw,british,AKA...What A Life!,Noel Gallagher's High Flying Birds,0.104,0.927,2
1mppNVGh4ipsxIWUUA0QiH,british,Girl From Mars,Ash,0.501,0.763,3
2fXDVEzKuT510XyPmm8Sdk,british,Panic - 2008 Remaster,The Smiths,0.851,0.84,0
6L5BZEcZmD6RBJnimzlyKr,british,Nights In White Satin - Single Version / Mono,The Moody Blues,0.173,0.483,2
3Ah7nOXSkbkejpI2yWKzSF,british,Littlest Things,Lily Allen,0.592,0.709,3
3dPQuX8Gs42Y7b454ybpMR,british,Seven Nation Army,The White Stripes,0.278,0.446,1
71iSmEeF0qRVyULABxP75P,british,Shake It Out,Florence + The Machine,0.226,0.799,2
1C2QJNTmsTxCDBuIgai8QV,british,Resistance,Muse,0.0916,0.774,2
6kopmMZiyLmw7h66uXcXR7,british,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,0.889,0.83,0
4aERDhzOp02MSlYVzUh2I5,cantopop,黑風暴雨,Ronald Cheng,0.333,0.561,1
53M9sF21J2qSY2JOAE5004,cantopop,給十年後的我 - Live,At17,0.285,0.151,1
4MgwzMA3vnIZpRI7ADsu8E,cantopop,越吻越傷心,Big Four,0.32,0.573,1
7JcHuIDSDu14zhylxRFdAR,cantopop,飛花,Hacken Lee,0.189,0.396,2
331aol4yMUVA93MsVBZV9R,cantopop,命硬,Justin Lo,0.333,0.503,1
3ftmO1Cwbew497pFiWiyAH,cantopop,浮誇,Eason Chan,0.243,0.562,2
6pAlt0wm153ao5pI9acrcW,cantopop,So I Say,William So,0.804,0.431,0
28EAuqOWfhDPXVkjAsyKgL,cantopop,風雨同路,Paula Tsui,0.472,0.506,1
3LAyqdaChqG2Vb32qQgE0l,cantopop,每一句說話,Tai Chi,0.322,0.312,1
0gHkeMn1z3bkS6OlhTDaBd,cantopop,強,Aaron Kwok,0.666,0.88,3
5bGlU4BXhMRMMHWZnHuKhj,chicago-house,Someday,CeCe Rogers,0.844,0.538,0
74Bil5y7Dd3biyBtUwlglO,chicago-house,Point Final,Chloé (Thévenin),0.784,0.693,0
6cYJBIE9FC1QAoPw5EhdLA,chicago-house,Out of Space,The Prodigy,0.454,0.944,1
4Yw6kVIb8NJIgLdPZKWxs1,chicago-house,Always There - David Morales Remix,Incognito,0.122,0.601,2
7wnu3No4KhlFMtK73YHFws,chicago-house,Ambulance - Armando Remix,Robert Armani,0.406,0.685,1
6JkrcDWOTOuyv0LjnCeCuh,chicago-house,Welcome To My Groove,Mellow Man Ace,0.86,0.632,0
4WidTrac5dILBEK3HEfWzm,chicago-house,Don't Hold,Pablo Bolivar,0.506,0.419,3
4adzkgGPYo6CKwJrrVB3mD,chicago-house,Beyond,G.U.,0.343,0.895,1
3q9gOejW7QBhnGYm3rh1ug,chicago-house,Drop a Beat,Moby,0.94,0.924,0
4t9cpYT8AD3G2TGwSRQVDK,children,I Swear,The Minions,0.129,0.417,2
6Xw2FLih8m5ItDbyP992HH,children,U Smile,Justin Bieber,0.421,0.59,1
5E8O9Hxltg6aHnXZ1sOfS7,children,Heart Of The Band,They Might Be Giants (For Kids),0.66,0.771,3
0FmMxiHSHWT7J15PxHHplH,children,Spring Pageant - Outtake,Kristen Anderson-Lopez,0.461,0.32,1
3wjgPeXocinhLyPL37p70e,children,A Girl Worth Fighting For,Lea Salonga,0.849,0.35,0
50ssiEHx556vul2XyUbxwU,children,"Bibbidi-Bobbidi-Boo - From ""Cinderella""",Verna Felton,0.887,0.525,0
0qcr5FMsEO85NAQjrlDRKo,children,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,0.371,0.485,1
1C7r2zk5clk9cFPXSva2PF,children,"Where Do I Go From Here - From ""Pocahontas II: Journey To a New World"" / Soundtrack Version",Pocahontas,0.132,0.299,2
2xiOdusRnZezQok1RgLNeS,children,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.963,0.716,0
0v51xNSZkeHzRDBirv6KPv,chill,Landfill,Daughter,0.397,0.482,1
1vxw6aYJls2oq3gW0DujAo,chill,Crazy,Gnarls Barkley,0.64,0.587,3
5Ukzlujip1Slqka5OY82YS,chill,U.N.I.,Ed Sheeran,0.578,0.405,3
5LRxSyiIRHQD26h1mdM0Ir,chill,My Friend,Groove Armada,0.153,0.867,2
1zVhMuH7agsRe6XkljIY4U,chill,human,Christina Perri,0.253,0.489,2
5Hroj5K7vLpIG4FNCRIjbP,chill,Best Day Of My Life,American Authors,0.538,0.902,3
5aJmSzmuhLI6fr1Rm0EnkS,chill,Fineshrine,Purity Ring,0.4,0.797,1
1ZqHjApl3pfzwjweTfMi0g,chill,Violet Hill,Coldplay,0.11,0.58,2
2DrGEaqoruCSn0FffWCf5O,chill,A-Punk,Vampire Weekend,0.846,0.819,0
4HBMnZFquWVTATSjTABueZ,classical,Adams: The Chairman Dances (Foxtrot for Orchestra),John Adams,0.24,0.31,2
1joz1gAJbHtMUK3IDW2k7K,classical,"II. Largo from Concerto for Harpsichord, Strings & Basso continuo No. 5 in F minor, BWV 1056",Johann Sebastian Bach,0.138,0.0259,2
0KOmcJze7qJBybiz1bIBUl,classical,The King's Speech,Alexandre Desplat,0.062,0.0228,2
1xBgJAikejS63Hk7nPKmJT,classical,Opus 20,Dustin O'Halloran,0.0378,0.066,2
5XagtNKNl6E0VFn2d355oe,classical,"Holst: The Planets, Op. 32: I. Mars, the Bringer of War (Allegro)",Gustav Holst,0.0698,0.268,2
7Fq4E6gF3kvk5Cp4b8Cz8f,classical,"Puccini: Madama Butterfly, Act 2: ""Un bel dì, vedremo"" (Butterfly)",Giacomo Puccini,0.0387,0.111,2
63Z31oZibDijG6yxCfkjI2,classical,Nagoya Marimba,Steve Reich,0.789,0.232,0
1xjL0J6RyY2UzH39hFgakW,classical,Carnival of the Animals: XIII. Le Cygne (The Swan),Camille Saint-Saëns,0.0542,0.0144,2
6A0PC9wNdn0xvBIKnzVkRh,classical,G Song,Terry Riley,0.452,0.224,1
7siuFqvteiDgU7zeVW9dW9,classical,La valse (Transcr. Garban for Two Pianos),Maurice Ravel,0.0625,0.154,2
5q35GiekvBr6oAsCsW8YlR,club,Animals,Martin Garrix,0.0378,0.857,2
6YUTL4dYpB9xZO5qExPf05,club,Summer,Calvin Harris,0.743,0.856,0
6M4nkEPZMj58acftDRTuKL,club,Tous les mêmes,Stromae,0.647,0.637,3
0UeYCHOETPfai02uskjJ3x,club,Shooting Stars,Bag Raiders,0.425,0.72,1
10YAF9bFVxXvf6b9emhZKx,club,Won't Look Back - Radio Edit,Duke Dumont,0.375,0.877,1
4ZShsMZrAhAvemrjx1wxuv,club,produk 29 [101],Aphex Twin,0.313,0.564,1
46Xnj8vZFwOZCE4aZNXlTf,club,Not In Love - Radio Version,Crystal Castles,0.199,0.98,2
5CYJB5Md92kvcrZ4lJDALY,club,The Spark,Afrojack,0.599,0.898,3
4wSmqFg31t6LsQWtzYAJob,club,Genesis,Justice,0.283,0.789,1
0YzCQcsgj6KqwBHVx1mZrH,club,Heroes (we could be),Alesso,0.352,0.754,1
0XcW5Xqlvd6V3rFX7VJ56X,comedy,Q&A: Advice for the Audience,Eugene Mirman,0.173,0.957,2
3zmTgJBqPO4uSMTlNL39sg,comedy,Popular Phrases,Tig Notaro,0.44,0.716,1
1djl3PSBIt7BMb0HyhlHW2,comedy,Trick or Treating,George Lopez,0.0355,0.982,2
7ssCsbmlIunQuZq7vgcSjc,comedy,"Episode 1 ""First to Welcome""",T.J. Miller,0.474,0.842,1
5RFQBtwFaDsxAKtc5TJFqg,comedy,Hot Girls in Bars and Their Dude Counterparts,Louis C.K.,0.12,0.974,2
1mQPQnuvPTw6wm90qqbCb8,comedy,Environmentalists,Dennis Miller,0.271,0.888,1
4DBCpwdknnS79AWTeVRi7j,comedy,King of the Night Time World,Kyle Kinane,0.238,0.944,2
0DBSA80o5OUsKMosiIL4Bg,comedy,Stupid In School - Live,Brian Regan,0.287,0.518,1
5iXi4PzCa05TYHV7nFyksB,comedy,I Hate Hoarders,Jim Norton,0.282,0.956,1
25gXwa9Wpa3CRu41GQ6iZc,country,Hell If I Know,Chase Bryant,0.637,0.836,3
292hQrFkBjVmbHRqGVqBta,country,Cleaning This Gun (Come On In Boy),Rodney Atkins,0.677,0.798,3
4TFVF1l5nU9wbfTiFXTpi4,country,Sunrise,Ryan Bingham,0.255,0.681,2
0mG66FLhO0iZ6XCAGdjpax,country,Elvira,The Oak Ridge Boys,0.86,0.285,0
71lXNAROGX1zo6tX0MSnCS,country,Gone,Montgomery Gentry,0.581,0.901,3
5gtH9XiaGUxnI8Wgrc9wgx,country,Be Yourself,Seth Alley,0.197,0.637,2
1TanmIWbaUj5NVwJ3k4XPd,country,Write This Down,George Strait,0.671,0.688,3
3QV7NYkrmV0Q0IHdFJw9hO,country,She Thinks My Tractor's Sexy,Kenny Chesney,0.906,0.886,0
3l4ocz4JRx92xTAnqNTgGG,country,Right Girl Wrong Time,Jon Langston,0.217,0.721,2
5uNkbV9FVJXPdhuCmtgg0M,country,What Guy Wouldn't,Waterloo Revival,0.676,0.816,3
6xXEw4y39shgIp6pacKQFH,dance,Make Luv,Room 5,0.648,0.887,3
2ThW0BzrnLM0DkTXwl5gbl,dance,Head Splitter,Getter,0.479,0.876,1
3LWDPEXEaLBRGNLbdcbwBR,dance,Mr. Saxobeat - Radio Edit,Alexandra Stan,0.797,0.931,0
0PFxreXPMlzz74HGL4AtVC,dance,Poison (feat. Krept & Konan) - Zdot Remix,Rita Ora,0.357,0.632,1
37l1GLxCvuUrP1qyg3dM3Z,dance,Ghost,Louis La Roche,0.597,0.869,3
0FEPq7gON5KivhwrsWN0gI,dance,Kick Out The Epic Motherf**ker,Dada Life,0.23,0.879,2
3YFAjMbTAyOvrnzmsGK8Zq,dance,Clash,Alesso,0.343,0.486,1
4HVGC52IogHANcKFA0QYiT,dance,Yeah Yeah - D Ramirez Vocal Radio Edit,Bodyrox,0.693,0.618,3
2io1bXJZIVKkvCWV019V0f,dance,HyperParadise - Flume Remix,Hermitude,0.312,0.827,1
3d9DnmtR9CIbCXTCFY0pqj,dancehall,Miley Cyrus (Twerk),Elephant Man,0.643,0.854,3
6nGwWIh0ATJqK9cXbLqDw8,dancehall,Everyone Falls in Love,Tanto Metro & Devonte,0.736,0.702,0
3RDG4OUDu2sgsJBoUdMFCg,dancehall,Come on to Me (feat. Sean Paul),Major Lazer,0.382,0.887,1
4iQtOsxHFv1HWHKLxhK67a,dancehall,Am Coming,Konshens,0.791,0.652,0
0EMDssmn3AFNf3oGUM7aeu,dancehall,Ring the Alarm (feat. Tenor Saw),Buju Banton,0.586,0.739,3
024DJIGO8huNl4saGEIKvj,dancehall,In This World (Kill U 4 Your Things),Mavado,0.811,0.812,0
